0,1,2,3,4,5,weeksToHouse
1,63,5,1,1,1,1177.051923610899
1,30,4,4,2,1,1010.6452426495546
1,37,3,3,1,1,1085.7078024249531
2,50,1,2,1,1,319.8838776108348
2,85,2,2,1,1,625.4806713355754
1,30,4,5,1,1,1609.0158154135688
2,53,3,2,1,1,695.6906912349989
1,37,2,5,1,1,1268.341356091691
2,31,2,4,2,1,385.2960463394313
2,53,5,1,1,1,878.324244901739
1,33,2,5,2,1,838.5513952735007
2,28,2,5,1,1,973.1269128127595
1,35,4,1,1,1,896.0477778977584
2,23,4,3,1,1,955.560735661618
2,63,2,2,2,1,132.45247277327024
1,33,3,1,2,1,290.65073427328616
1,53,5,2,1,1,1324.553122975351
2,43,1,1,1,1,112.65767593249609
2,23,5,1,1,1,772.9271819948805
1,21,5,4,1,1,1577.396696541512
1,51,5,5,1,1,1865.427313115109
2,22,3,2,1,1,586.7803928979118
2,43,3,2,1,1,660.5583369327128
1,37,2,2,1,1,720.4406950914757
1,41,3,4,1,1,1282.394297812606
2,57,1,4,1,1,709.7436329559118
2,26,5,2,1,1,966.1004419523048
2,23,1,2,1,1,225.02652099466218
1,20,1,1,2,1,-120.28843365316413
2,60,4,5,1,1,1450.8175539135536
1,53,3,1,2,1,360.9154428778586
2,33,1,1,1,1,77.52532163020993
1,41,5,4,1,1,1647.6614051460842
2,25,2,1,1,1,232.05299185512018
2,42,4,4,1,1,1204.9457625027003
2,43,3,3,1,1,843.1918905994511
2,33,5,5,1,1,1538.5937509641203
2,37,5,2,1,1,1004.7460316848195
1,27,1,2,1,1,502.6747871224503
1,20,3,4,1,1,1208.6163537778052
1,33,1,3,1,1,706.3877533705604
1,20,4,1,1,1,843.3492464443292
2,28,5,4,1,1,1338.3940201462387
2,43,5,2,1,1,1025.8254442661912
2,41,5,4,2,1,968.3290616419349
2,57,3,1,1,1,527.110079289175
1,36,4,3,2,1,849.091101564188
2,31,2,5,2,1,567.9296000061697
2,41,2,1,1,1,288.26475873877797
2,65,3,1,1,1,555.2159627310039
2,31,2,2,1,1,435.7659581032302
1,28,1,2,1,1,506.18802255267894
2,62,1,1,1,1,179.40914910683978
1,23,2,1,1,1,488.62184540153663
2,37,2,4,1,1,822.1124780180786
1,56,5,2,1,1,1335.092829266037
1,38,3,4,1,1,1271.8545915219202
2,61,4,2,1,1,906.430128343567
1,51,2,4,1,1,1134.893098448153
1,32,2,5,2,1,835.0381598432721
1,30,4,1,1,1,878.4816007466153
1,28,3,3,1,1,1054.0886835528956
1,42,1,3,1,1,738.0068722426179
2,33,4,5,1,1,1355.960197297381
2,35,1,5,1,1,815.0860071576208
1,56,4,1,1,1,969.8257219325593
1,25,2,5,1,1,1226.1825309289475
1,26,2,2,2,1,266.05808626168516
1,66,2,4,1,1,1187.591629901582
2,37,5,4,1,1,1370.0131390182964
2,30,3,3,1,1,797.5198300064791
2,27,4,3,1,1,969.6136773825325
1,25,2,1,1,1,495.6483162619939
2,32,4,2,1,1,804.5463008669373
1,33,2,4,1,1,1071.6548607040381
1,68,2,2,1,1,829.3509934285627
1,31,5,4,2,1,1196.7920317465225
2,25,2,1,1,1,232.05299185512018
2,61,1,4,1,1,723.7965746768264
1,28,1,1,1,1,323.55446888594054
2,35,1,2,1,1,267.18534615740555
1,37,4,5,1,1,1633.6084634251692
2,26,3,3,1,1,783.4668882855647
1,52,5,5,1,1,1868.9405485453376
2,56,4,2,1,1,888.863951192424
1,22,2,2,1,1,667.7421636380465
2,26,2,4,1,1,783.4668882855639
1,31,3,1,1,1,699.3612825101047
1,87,5,5,1,1,1991.9037886033393
1,25,2,5,1,1,1226.1825309289475
1,20,1,1,1,1,295.4485854441116
1,31,4,3,1,1,1247.2619435103206
2,42,5,1,1,1,839.6786551692242
2,35,1,5,1,1,815.0860071576208
2,20,3,3,2,1,346.65045660691726
1,36,5,3,1,1,1447.4616743282031
1,21,3,5,1,1,1394.7631428747723
1,30,4,4,1,1,1426.3822617468304
1,33,1,2,1,1,523.754199703822
2,32,5,4,1,1,1352.4469618671533
1,51,5,5,1,1,1865.427313115109
2,31,4,2,1,1,801.0330654367086
2,33,2,4,1,1,808.0595362971643
2,22,4,4,1,1,1134.6810538981279
2,82,2,5,2,1,747.1046069478291
1,61,2,4,2,1,754.2884336531636
1,36,4,3,1,1,1264.8281206614638
2,42,1,5,1,1,839.678655169221
1,32,3,2,2,1,469.77105250979594
2,20,5,1,1,1,762.3874757041946
2,31,5,2,1,1,983.6666191034477
1,35,4,5,1,1,1626.581992564712
1,57,3,5,1,1,1521.2396183630021
1,35,3,2,1,1,896.0477778977576
1,20,4,4,1,1,1391.2499074445445
2,33,5,1,1,1,808.0595362971666
2,35,2,5,1,1,997.71956082436
2,55,1,3,2,1,104.34658933144044
1,27,1,5,2,1,634.8384290253898
1,20,4,4,1,1,1391.2499074445445
2,32,4,3,1,1,987.1798545336756
1,36,1,4,1,1,899.5610133279846
1,20,1,2,1,1,478.08213911085
2,62,2,4,1,1,909.943363773794
1,37,4,4,1,1,1450.9749097584308
1,37,1,4,1,1,903.0742487582132
1,30,3,1,1,1,695.8480470798761
1,22,2,4,1,1,1033.0092709715232
2,35,3,1,1,1,449.81889982414543
2,41,1,3,1,1,470.8983124055155
2,31,2,5,1,1,983.6666191034454
2,37,1,5,1,1,822.112478018078
2,65,4,2,2,1,504.74605096720575
2,41,3,1,1,1,470.8983124055171
2,25,3,3,2,1,364.2166337580603
2,38,5,3,1,1,1190.8928207817867
2,32,3,2,1,1,621.912747200198
1,25,5,2,1,1,1226.1825309289497
1,32,3,2,1,1,885.5080716070717
2,38,2,4,1,1,825.6257134483072
2,33,3,4,1,1,990.6930899639034
1,26,4,4,1,1,1412.3293200259159
2,42,4,5,1,1,1387.5793161694387
2,83,4,4,1,1,1348.9884151420733
1,60,1,2,1,1,618.6115563199946
2,30,5,4,1,1,1345.420491006696
1,32,1,2,1,1,520.2409642735934
1,33,3,3,1,1,1071.6548607040386
2,26,5,2,1,1,966.1004419523048
2,72,3,2,1,1,762.4421644093426
1,31,2,5,1,1,1247.2619435103193
2,42,2,2,1,1,474.411547835745
2,32,3,3,2,1,388.80928176966063
1,70,2,4,2,1,785.907552525221
1,67,3,4,1,1,1373.73841899855
1,31,3,4,1,1,1247.2619435103197
1,30,1,1,1,1,330.5809397463978
1,43,4,1,1,1,924.1536613395873
1,37,2,2,1,1,720.4406950914757
1,23,5,2,1,2,1219.1560600684925
2,25,3,5,1,1,1145.2207601888128
1,56,5,3,1,1,1517.7263829327753
2,21,5,4,1,1,1313.8013721346383
2,33,2,2,1,1,442.7924289636875
2,30,2,3,1,1,614.8862763397399
2,53,4,1,1,1,695.6906912349997
1,20,5,3,1,1,1391.249907444545
2,43,1,4,1,1,660.5583369327112
2,33,5,4,1,1,1355.960197297382
2,37,1,3,1,1,456.8453706846011
1,68,3,4,1,1,1377.2516544287787
1,31,2,3,1,1,881.9948361768423
1,56,2,4,2,1,736.7222565020204
1,32,2,4,1,1,1068.1416252738095
2,53,5,2,1,1,1060.9577985684773
1,31,1,4,1,1,881.9948361768415
1,43,3,3,1,1,1106.787215006325
2,42,5,4,1,1,1387.5793161694392
2,37,5,4,1,1,1370.0131390182964
1,26,5,5,1,1,1777.5964273593936
2,33,4,4,1,1,1173.3266436306426
1,38,3,2,1,1,906.5874841884435
2,38,3,5,2,1,775.155801684509
2,61,5,5,1,1,1636.9643430105216
1,26,2,5,2,1,813.9587472619003
2,23,4,4,1,1,1138.1942893283563
2,32,3,4,2,1,571.442835436399
2,37,3,4,1,1,1004.7460316848178
1,30,5,2,2,1,828.0116889828171
2,61,3,4,1,1,1089.0636820103045
1,41,4,1,1,1,917.12719047913
1,30,5,4,1,1,1609.0158154135697
2,33,2,1,2,1,-155.57814380032664
2,38,2,4,1,1,825.6257134483072
1,20,3,2,1,1,843.3492464443283
1,35,1,1,1,1,348.14711689754085
2,41,4,1,1,1,653.5318660722563
2,20,3,5,1,1,1127.65458303767
1,68,4,5,1,1,1742.5187617622564
1,51,5,1,1,1,1134.8930984481553
1,43,5,4,2,1,1238.950856909266
1,23,3,4,1,1,1219.1560600684911
1,38,5,3,1,1,1454.4881451886604
1,33,2,2,1,1,706.3877533705612
1,41,3,4,1,1,1282.394297812606
2,25,4,3,2,1,546.8501874247995
1,73,4,4,1,1,1577.4513852466612
1,37,1,1,2,1,-60.5634313392776
2,33,2,1,2,1,-155.57814380032664
1,51,3,1,1,1,769.625991114677
2,32,2,2,2,1,23.54217443618313
1,56,1,3,1,1,787.1921682658185
2,20,2,3,2,1,164.0169029401781
1,37,4,1,1,1,903.0742487582156
2,23,1,4,1,1,590.2936283281389
2,25,1,1,1,1,49.41943818838104
2,32,3,3,2,1,388.80928176966063
1,28,5,3,1,1,1419.355790886374
1,26,4,2,1,1,1047.062212692439
1,53,5,2,1,1,1324.553122975351
1,33,5,2,2,1,838.551395273503
1,61,3,4,1,1,1352.6590064171783
2,37,3,2,1,1,639.4789243513411
1,28,5,5,1,1,1784.6228982198509
1,51,1,1,1,1,404.35888378119876
2,30,3,4,2,1,564.4163645759418
1,31,2,1,1,1,516.7277288433656
1,83,2,4,1,1,1247.3166322154689
1,26,5,5,1,1,1777.5964273593936
1,37,2,4,2,1,669.9707833276766
1,51,1,1,1,1,404.35888378119876
1,31,5,1,1,1,1064.6283898435831
2,42,5,4,2,1,971.8422970721635
1,35,2,4,2,1,662.9443124672196
1,33,3,4,1,1,1254.288414370777
1,21,2,1,1,1,481.5953745410794
1,67,5,3,1,1,1556.3719726652898
1,71,4,5,1,1,1753.0584680529423
1,28,2,2,1,1,688.821576219418
2,80,3,4,1,1,1155.8151551846481
1,20,4,4,1,1,1391.2499074445445
1,57,5,1,1,1,1155.9725110295271
1,33,2,3,1,1,889.0213070372996
2,22,4,3,1,1,952.0475002313894
1,53,5,5,1,1,1872.4537839755662
1,35,2,4,1,1,1078.6813315644954
1,78,3,5,1,1,1595.0175623978034
1,22,1,1,2,1,-113.26196279270687
2,20,4,3,1,1,945.0210293709322
1,31,3,2,1,1,881.994836176843
2,68,4,3,2,1,697.9193109246299
1,60,2,2,2,1,385.5080908894581
1,35,1,4,1,1,896.0477778977561
2,32,1,1,1,1,74.01208619998135
2,82,2,3,1,1,797.574518711628
2,22,1,4,1,1,586.7803928979104
1,78,2,4,1,1,1229.7504550643257
1,23,5,1,2,1,620.7854873044785
2,28,1,3,1,1,425.22625181254364
1,32,3,5,2,1,1017.6717135100112
2,33,3,3,2,1,392.32251719988926
2,38,3,5,2,1,775.155801684509
2,32,5,2,1,1,987.1798545336763
2,21,2,1,2,1,-197.73696896307
1,31,4,5,1,1,1612.5290508437974
1,33,5,4,1,1,1619.5555217042556
2,35,1,1,1,1,84.55179249066714
1,33,1,5,1,1,1071.6548607040372
1,40,2,4,1,1,1096.247508715638
2,53,5,5,1,1,1608.8584595686925
1,27,1,5,1,1,1050.5754481226654
1,33,2,1,1,1,523.7541997038228
1,40,3,3,1,1,1096.247508715639
2,22,4,4,1,1,1134.6810538981279
1,31,2,4,1,1,1064.6283898435809
1,36,4,5,2,1,1214.3582088976648
1,60,2,5,1,1,1349.1457709869492
2,60,4,5,1,1,1450.8175539135536
2,43,5,3,1,1,1208.4589979329294
1,50,2,1,1,1,583.4792020177092
1,63,4,4,1,1,1542.3190309443748
1,52,5,4,1,1,1686.3069948785992
1,40,4,5,1,1,1644.1481697158551
1,32,5,1,1,1,1068.1416252738118
2,51,4,5,1,1,1419.1984350414964
1,30,5,5,1,1,1791.6493690803081
2,30,3,2,1,1,614.8862763397408
1,33,5,4,1,1,1619.5555217042556
2,37,5,4,1,1,1370.0131390182964
2,31,2,5,1,1,983.6666191034454
2,38,2,1,1,1,277.7250524480922
2,35,5,1,2,1,399.3489880603481
2,33,2,1,2,1,-155.57814380032664
1,63,1,2,1,1,629.1512626106805
2,66,5,5,1,1,1654.5305201616643
2,26,4,1,1,1,600.8333346188272
1,65,3,5,1,1,1549.3455018048312
1,21,3,5,1,1,1394.7631428747723
2,36,2,3,1,1,635.9656889211116
1,58,4,5,1,1,1707.38640745997
1,22,4,5,1,1,1580.9099319717402
2,31,3,4,2,1,567.9296000061704
1,26,5,5,1,1,1777.5964273593936
2,31,3,5,1,1,1166.3001727701844
1,37,2,5,1,1,1268.341356091691
1,83,2,1,2,1,283.6789521179778
2,40,1,1,1,1,102.11796964181025
1,33,2,2,1,1,706.3877533705612
2,32,2,4,1,1,804.5463008669357
1,20,2,4,1,1,1025.982800111066
2,36,3,3,1,1,818.5992425878508
2,51,4,1,1,1,688.6642203745425
1,27,5,3,1,1,1415.8425554561454
1,22,5,5,1,1,1763.543485638479
1,22,3,5,1,1,1398.276378305001
1,57,2,5,1,1,1338.6060646962633
2,50,2,3,1,1,685.1509849443122
1,28,5,5,1,1,1784.6228982198509
1,43,4,2,1,1,1106.7872150063258
2,38,2,2,1,1,460.35860611483054
1,41,1,3,1,1,734.4936368123892
1,23,1,4,1,1,853.8889527350126
1,30,3,2,1,1,878.4816007466145
1,32,2,2,1,1,702.8745179403326
1,37,1,3,1,1,720.4406950914748
1,75,4,4,1,1,1584.4778561071184
2,32,5,3,1,1,1169.8134082004149
2,42,4,2,1,1,839.6786551692234
1,66,4,1,1,1,1004.9580762348454
2,28,1,5,2,1,374.75634004874473
2,67,5,5,1,1,1658.043755591893
2,31,5,2,1,1,983.6666191034477
1,57,1,3,1,1,790.7054036960471
2,57,4,1,2,1,294.0066138586385
2,41,2,4,1,1,836.1654197389931
1,28,5,1,2,1,638.3516644556216
1,37,1,3,1,1,720.4406950914748
1,38,3,2,1,1,906.5874841884435
2,30,2,2,1,1,432.25272267300164
2,27,4,5,1,1,1334.8807847160092
2,87,4,3,1,1,1180.4078031962495
1,41,5,5,1,1,1830.2949588128226
1,73,1,5,1,1,1212.1842779131816
1,32,1,3,1,1,702.8745179403318
1,58,2,5,1,1,1342.119300126492
2,33,1,5,1,1,808.0595362971635
2,32,2,2,1,1,439.27919353345885
2,20,5,1,1,1,762.3874757041946
1,31,1,5,1,1,1064.62838984358
1,32,3,1,2,1,287.13749884305764
2,37,2,2,1,1,456.84537068460196
1,57,4,2,2,1,740.2354919322504
2,50,5,5,1,1,1598.3187532780066
2,25,1,4,1,1,597.3200991885961
2,25,5,1,2,1,364.216633758062
2,30,3,2,1,1,614.8862763397408
1,63,3,1,1,1,811.7848162774204
2,58,2,4,1,1,895.8904220528797
2,81,2,1,1,1,428.7941759479226
1,38,5,4,1,1,1637.1216988553988
2,30,4,2,1,1,797.51983000648
1,71,1,4,2,1,606.7872342887105
2,30,2,5,1,1,980.1533836732168
2,73,5,4,1,1,1496.4896145065263
1,32,5,5,1,1,1798.6758399407654
1,20,3,4,1,1,1208.6163537778052
1,20,5,1,1,1,1025.9828001110682
2,72,1,4,1,1,762.4421644093411
2,52,5,4,1,1,1422.7116704717255
2,25,4,2,2,1,364.2166337580611
2,38,2,5,1,1,1008.2592671150456
1,28,2,5,1,1,1236.7222372196334
1,33,4,5,1,1,1619.5555217042547
2,28,3,3,1,1,790.4933591460219
2,31,3,3,2,1,385.296046339432
2,33,4,3,1,1,990.6930899639042
2,40,1,4,1,1,650.0186306420254
2,57,5,1,1,1,892.3771866226534
1,42,3,4,1,1,1285.9075332428347
2,43,2,2,1,1,477.92478326597364
1,65,5,5,2,1,1498.8755900410338
1,67,5,4,1,1,1739.0055263320282
1,36,5,4,2,1,1214.3582088976657
1,27,2,5,1,1,1233.2090017894047
1,58,4,2,1,1,1159.4857464597549
2,43,3,1,1,1,477.9247832659744
2,73,3,1,1,1,583.3218461728328
1,27,5,4,1,1,1598.4761091228838
1,26,1,2,1,1,499.1615516922217
2,25,5,3,1,1,1145.2207601888144
2,30,2,3,1,1,614.8862763397399
1,33,1,3,1,1,706.3877533705604
1,26,2,1,1,1,499.16155169222253
1,33,5,3,2,1,1021.1849489402414
1,31,4,3,1,1,1247.2619435103206
1,53,5,4,1,1,1689.8202303088278
1,30,4,4,1,1,1426.3822617468304
2,55,4,3,1,1,1067.9842694289337
2,32,1,1,1,1,74.01208619998135
1,50,2,2,1,1,766.1127556844477
2,36,1,4,1,1,635.9656889211109
1,25,1,4,1,1,860.9154235954699
1,63,3,3,1,1,1177.0519236108971
2,23,4,2,1,2,772.9271819948797
1,31,2,2,1,1,699.3612825101039
2,50,5,5,2,1,1182.581734180731
1,83,3,4,1,1,1429.9501858822077
2,35,3,2,1,1,632.4524534908838
1,20,4,4,1,1,1391.2499074445445
2,41,3,3,1,1,836.1654197389938
2,60,5,3,1,1,1268.1840002468161
2,35,3,2,1,1,632.4524534908838
2,37,4,5,1,1,1370.0131390182955
2,66,1,1,1,1,193.46209082775425
1,31,2,1,1,1,516.7277288433656
2,38,3,4,1,1,1008.2592671150464
1,37,5,5,1,1,1816.2420170919086
1,50,2,4,1,1,1131.3798630179244
1,68,3,2,1,1,1011.9845470953019
2,22,1,2,1,1,221.51328556443355
1,63,3,3,1,1,1177.0519236108971
2,27,3,1,2,1,5.975997285040876
1,31,1,5,1,1,1064.62838984358
2,28,5,1,1,1,790.4933591460236
2,41,2,1,1,1,288.26475873877797
1,27,4,1,2,1,452.2048753586537
2,66,1,1,1,1,193.46209082775425
2,53,2,2,1,1,513.0571375682598
2,51,5,5,1,1,1601.8319887082353
1,33,5,5,1,1,1802.189075370994
1,21,2,2,1,1,664.2289282078178
2,68,5,1,1,1,931.0227763551682
1,78,1,2,1,1,681.8497940641098
2,51,1,4,1,1,688.6642203745402
1,62,1,3,1,1,808.2715808471902
1,38,3,1,1,1,723.953930521705
1,35,5,4,2,1,1210.844973467437
2,26,1,4,1,1,600.8333346188248
2,27,3,2,1,1,604.3465700490549
1,38,2,2,1,1,723.9539305217043
2,27,2,2,1,1,421.71301638231574
2,31,5,4,1,1,1348.9337264369246
1,43,3,2,1,1,924.1536613395865
2,65,3,1,1,1,555.2159627310039
1,36,1,1,1,1,351.6603523277695
1,25,5,2,1,1,1226.1825309289497
1,56,4,2,1,1,1152.4592755992976
1,60,2,2,2,1,385.5080908894581
2,78,1,5,1,1,966.1551306574513
1,36,5,1,1,1,1082.1945669947263
1,63,1,2,1,1,629.1512626106805
1,50,4,1,1,1,948.7463093511876
2,50,4,1,2,1,269.4139658470382
2,35,4,3,1,1,997.7195608243615
1,36,4,3,1,1,1264.8281206614638
2,38,1,2,1,1,277.7250524480914
1,33,3,2,1,1,889.0213070373003
2,28,5,1,1,1,790.4933591460236
1,52,5,1,1,1,1138.406333878384
1,32,5,5,1,1,1798.6758399407654
1,88,4,4,1,1,1630.1499167000902
1,67,2,2,1,1,825.837757998334
1,58,5,5,1,1,1890.0199611267094
1,40,5,3,2,1,1045.7775969518418
2,55,4,1,1,1,702.717162095457
2,27,2,5,2,1,553.8766582852552
2,33,5,2,2,1,574.9560708666293
1,28,2,2,1,1,688.821576219418
2,36,4,1,1,1,635.9656889211133
1,25,3,3,1,1,1043.5489772622097
2,36,2,3,1,1,635.9656889211116
1,38,4,1,1,1,906.5874841884443
1,20,1,1,1,1,295.4485854441116
2,50,3,2,1,1,685.1509849443131
1,23,2,1,1,1,488.62184540153663
1,36,4,4,1,1,1447.4616743282022
2,62,1,4,2,1,311.57279100977917
1,38,5,2,2,1,856.1175724246461
1,42,4,5,2,1,1235.4376214790366
2,38,2,2,1,1,460.35860611483054
1,30,3,5,1,1,1426.3822617468295
2,81,5,3,1,1,1341.961944281617
2,86,1,2,1,1,446.3603530990649
2,57,4,4,1,1,1257.6442939561293
1,56,1,5,1,1,1152.4592755992953
2,53,1,3,2,1,97.32011847098329
2,41,4,3,1,1,1018.798973405733
2,67,2,4,1,1,927.5095409249371
1,31,3,1,1,1,699.3612825101047
2,52,4,5,1,1,1422.711670471725
2,32,2,5,1,1,987.1798545336741
1,28,1,2,2,1,90.45100345540322
2,78,1,4,1,1,783.5215769907128
2,30,2,3,1,1,614.8862763397399
2,28,4,1,2,1,192.12278638200866
1,25,5,2,1,1,1226.1825309289497
2,25,2,3,1,1,597.3200991885969
2,52,4,4,2,1,824.3410977077106
2,30,2,4,1,1,797.5198300064784
2,30,4,3,1,1,980.1533836732183
1,28,4,4,1,1,1419.3557908863731
1,32,4,5,2,1,1200.3052671767502
1,50,4,4,1,1,1496.6469703514026
1,80,5,5,1,1,1967.3111405917389
2,52,3,1,1,1,509.54390213803197
1,53,2,3,1,1,959.2860156418718
1,55,5,1,1,1,1148.9460401690699
2,53,5,1,1,1,878.324244901739
2,23,4,1,1,1,590.2936283281413
2,43,1,1,2,1,-303.07934316477963
2,85,4,4,1,1,1356.0148860025306
1,31,2,2,1,1,699.3612825101039
2,52,4,5,1,1,1422.711670471725
1,50,1,4,1,1,948.7463093511852
1,41,1,4,1,1,917.1271904791276
2,51,2,4,2,1,455.5607549440035
2,27,2,3,1,1,604.3465700490542
1,40,4,3,1,1,1278.8810623823783
2,73,5,4,2,1,1080.7525954092507
2,21,1,5,1,1,765.9007111344201
1,26,1,5,1,1,1047.0622126924368
2,55,3,4,2,1,652.2472503316571
1,63,5,1,1,1,1177.051923610899
2,55,5,4,1,1,1433.2513767624114
1,22,4,4,1,1,1398.2763783050018
2,63,2,4,1,1,913.4565992040226
2,72,4,2,1,1,945.0757180760818
1,42,5,1,1,1,1103.2739795760979
1,56,4,5,1,1,1700.3599365995128
1,27,2,3,1,1,867.9418944559278
1,35,5,4,1,1,1626.581992564713
1,41,2,2,1,1,734.49363681239
2,42,2,4,1,1,839.6786551692218
2,31,4,5,1,1,1348.9337264369237
1,51,2,2,1,1,769.6259911146764
2,28,2,3,1,1,607.8598054792828
1,28,1,4,1,1,871.4551298861558
1,23,1,3,1,1,671.2553990682742
1,61,3,1,1,1,804.7583454169632
2,30,5,4,1,1,1345.420491006696
2,36,1,3,1,1,453.3321352543725
1,41,4,3,1,1,1282.394297812607
1,52,3,4,1,1,1321.039887545121
2,58,4,1,1,1,713.2568683861429
2,42,1,2,1,1,291.77799416900586
1,37,5,5,1,1,1816.2420170919086
2,33,1,1,1,1,77.52532163020993
1,43,3,5,1,1,1472.0543223398017
2,25,5,3,1,1,1145.2207601888144
1,56,5,3,1,1,1517.7263829327753
1,67,1,5,1,1,1191.1048653318098
2,36,2,1,1,1,270.6985815876349
1,40,4,1,2,1,497.8769359516257
1,22,2,3,1,1,850.3757173047849
1,38,1,4,1,1,906.5874841884419
2,51,1,5,1,1,871.2977740412787
2,57,5,4,1,1,1440.2778476228686
2,33,2,2,1,1,442.7924289636875
2,28,5,1,1,1,790.4933591460236
1,25,2,5,1,1,1226.1825309289475
1,43,3,2,1,1,924.1536613395865
1,41,5,2,1,1,1282.3942978126079
2,53,1,1,2,1,-267.9469888624935
2,28,4,3,1,1,973.1269128127611
2,52,1,2,2,1,-88.82667062598364
2,60,4,1,1,1,720.2833392466
2,25,1,1,1,1,49.41943818838104
1,20,4,2,1,1,1025.9828001110677
1,27,4,3,1,1,1233.209001789406
2,88,2,3,1,1,818.6539312929996
2,42,5,4,1,1,1387.5793161694392
1,27,2,2,1,1,685.3083407891894
1,43,5,4,1,1,1654.6878760065415
2,33,1,2,1,1,260.15887529694834
2,28,3,1,1,1,425.2262518125452
2,30,1,2,1,1,249.6191690062625
1,26,4,2,1,1,1047.062212692439
2,66,1,1,1,1,193.46209082775425
2,22,3,5,1,1,1134.6810538981272
1,28,5,1,1,1,1054.0886835528972
2,57,5,2,1,1,1075.0107402893918
1,78,2,2,1,1,864.483347730849
2,21,5,2,1,1,948.5342648011616
1,27,2,3,1,1,867.9418944559278
2,33,5,4,1,1,1355.960197297382
1,33,2,1,2,1,108.01718060654707
1,63,2,1,1,1,629.1512626106812
1,28,5,1,1,1,1054.0886835528972
2,82,5,1,2,1,564.4710532810931
2,28,3,3,1,1,790.4933591460219
2,52,2,5,1,1,1057.4445631382464
2,61,2,4,1,1,906.4301283435656
1,22,4,2,1,1,1033.0092709715248
1,36,4,1,1,1,899.561013327987
2,67,3,5,1,1,1292.7766482584148
1,43,1,1,1,1,376.2530003393698
1,37,3,3,1,1,1085.7078024249531
2,33,2,5,1,1,990.6930899639027
1,72,4,4,1,1,1573.9381498164325
1,26,5,4,2,1,1179.2258545953794
1,27,2,5,1,1,1233.2090017894047
2,42,1,4,2,1,241.30808240520685
2,33,5,5,1,1,1538.5937509641203
1,62,5,5,2,1,1488.335883750348
2,26,1,5,1,1,783.4668882855632
1,77,2,2,1,1,860.9701123006204
1,30,5,4,1,1,1609.0158154135697
1,35,5,1,1,1,1078.6813315644977
1,42,1,5,1,1,1103.2739795760947
1,43,1,2,2,1,143.1495349088325
2,30,5,4,2,1,929.6834719094202
2,23,3,3,1,1,772.9271819948788
1,27,2,4,1,1,1050.5754481226663
1,22,1,2,1,1,485.10860997130726
1,33,1,5,2,1,655.9178416067615
1,20,2,2,1,1,660.7156927775892
2,27,4,3,2,1,553.8766582852568
1,37,4,3,1,1,1268.3413560916924
1,28,4,2,1,1,1054.0886835528963
1,33,2,1,1,1,523.7541997038228
2,42,4,3,1,1,1022.3122088359617
1,38,1,3,2,1,308.21691142442774
2,42,3,1,1,1,474.41154783574575
2,27,4,2,1,1,786.9801237157941
2,36,3,5,1,1,1183.8663499213276
2,31,3,3,1,1,801.0330654367077
2,43,5,2,2,1,610.0884251689155
2,32,2,5,1,1,987.1798545336741
1,31,2,1,1,1,516.7277288433656
2,40,4,3,1,1,1015.2857379755045
1,83,1,1,1,1,516.7824175485144
1,22,4,1,1,1,850.3757173047863
2,38,5,3,2,1,775.1558016845108
1,33,1,5,1,1,1071.6548607040372
2,35,2,4,1,1,815.0860071576216
1,57,2,3,1,1,973.3389573627863
2,21,1,3,1,1,400.6336038009433
2,27,2,5,1,1,969.6136773825309
1,38,5,4,1,1,1637.1216988553988
2,25,4,3,1,1,962.5872065220752
2,35,3,2,1,1,632.4524534908838
1,28,2,1,1,1,506.18802255267974
2,42,3,3,1,1,839.6786551692225
2,36,5,5,1,1,1549.1334572548062
1,37,3,1,1,1,720.4406950914764
1,35,5,4,1,1,1626.581992564713
2,25,1,3,1,1,414.68654552185774
2,57,4,2,1,1,892.3771866226525
1,66,1,4,1,1,1004.9580762348431
2,66,1,3,1,1,558.729198161231
1,57,1,5,1,1,1155.972511029524
1,40,4,2,1,1,1096.24750871564
1,71,3,3,1,1,1205.1578070527262
2,71,2,5,1,1,1124.19603631259
1,55,2,1,1,1,601.0453791688524
2,31,3,5,2,1,750.5631536729088
1,27,5,4,1,1,1598.4761091228838
1,52,5,4,1,1,1686.3069948785992
1,20,1,2,1,1,478.08213911085
2,63,5,2,1,1,1096.0901528707636
1,20,3,2,1,1,843.3492464443283
2,36,3,1,2,1,37.595116157098346
2,30,4,5,1,1,1345.420491006695
2,32,3,5,1,1,1169.813408200413
2,60,2,3,1,1,720.2833392465985
1,37,4,4,1,1,1450.9749097584308
1,38,2,1,1,1,541.3203768549658
2,60,4,3,1,1,1085.5504465800768
1,65,5,3,1,1,1549.345501804833
1,55,3,4,1,1,1331.5795938358065
2,35,3,1,1,1,449.81889982414543
1,35,1,4,2,1,480.31075880048036
2,68,5,4,1,1,1478.9234373553832
2,80,5,1,2,1,557.4445824206358
2,37,2,3,1,1,639.4789243513402
1,57,3,3,2,1,740.2354919322497
1,73,3,2,1,1,1029.550724246445
1,68,5,5,1,1,1925.1523154289953
2,21,2,2,1,1,400.63360380094406
1,63,3,2,1,1,994.4183699441588
2,31,4,5,2,1,933.1967073396479
1,53,3,1,1,1,776.6524619751343
2,20,3,3,1,1,762.387475704193
2,35,2,4,1,1,815.0860071576216
2,25,3,4,1,1,962.5872065220744
2,23,3,2,2,1,174.55660923086475
2,51,3,5,1,1,1236.564881374757
2,57,1,1,1,1,161.84297195569673
2,31,2,1,1,1,253.13240443649187
